Id,SalePrice_pred
2075,168972.69
2076,129238.54
2077,153063.15
2078,120940.06
2079,135154.2
2080,105932.35
2081,122585.23
2082,126598.44
2083,158016.0
2084,98548.45
2085,105807.37
2086,139103.02
2087,123631.82
2088,91515.63
2089,76203.28
2090,124173.19
2091,92389.96
2092,136654.3
2093,147437.01
2094,111629.85
2095,132443.16
2096,79863.51
2097,107076.28
2098,148190.35
2099,30753.59
2100,65105.03
2101,108170.62
2102,135102.35
2103,93710.85
2104,147766.27
2105,140565.86
2106,41324.15
2107,216012.32
2108,122104.97
2109,107018.44
2110,129230.41
2111,143201.6
2112,144217.58
2113,110113.2
2114,107993.15
2115,162443.99
2116,117069.15
2117,149696.83
2118,126261.13
2119,106909.12
2120,111071.18
2121,93079.82
2122,110680.36
2123,89984.16
2124,180640.83
2125,136080.21
2126,156312.42
2127,191023.44
2128,136276.44
2129,70126.16
2130,137321.7
2131,141592.53
2132,114355.76
2133,132183.55
2134,120997.87
2135,105591.79
2136,53752.44
2137,106294.81
2138,117574.78
2139,147326.93
2140,137797.46
2141,172648.19
2142,125929.46
2143,150559.22
2144,103017.87
2145,134331.02
2146,189018.15
2147,125438.12
2148,149515.84
2149,147959.37
2150,244167.79
2151,133168.16
2152,187239.16
2153,186486.07
2154,101191.31
2155,149195.94
2156,241733.9
2157,220306.7
2158,246266.82
2159,224290.27
2160,191426.23
2161,230790.71
2162,360206.45
2163,331383.91
2164,250343.71
2165,210996.87
2166,160018.7
2167,223671.44
2168,176961.22
2169,193290.41
2170,204274.37
2171,150095.91
2172,138870.48
2173,189784.06
2174,217212.63
2175,276951.5
2176,312136.35
2177,248946.04
2178,209197.96
2179,135462.85
2180,225700.97
2181,196527.29
2182,214816.99
2183,193059.92
2184,130364.91
2185,116410.54
2186,139727.52
2187,166350.31
2188,167471.9
2189,314321.74
2190,72314.88
2191,68498.11
2192,77240.98
2193,125134.75
2194,105530.39
2195,87119.14
2196,110862.95
2197,110294.44
2198,162119.02
2199,183542.58
2200,157569.7
2201,153749.05
2202,206944.61
2203,146664.99
2204,175354.27
2205,117433.65
2206,143749.21
2207,215051.28
2208,257998.3
2209,243074.0
2210,129855.32
2211,125882.23
2212,126917.57
2213,100495.69
2214,150982.96
2215,99613.74
2216,147917.5
2217,58974.05
2218,81838.03
2219,94063.47
2220,37176.9
2221,330211.72
2222,299880.14
2223,280404.01
2224,215311.18
2225,132485.2
2226,181006.33
2227,203485.01
2228,288246.09
2229,237458.23
2230,163576.13
2231,209240.2
2232,176286.36
2233,170116.14
2234,251178.49
2235,234703.59
2236,244536.74
2237,295315.16
2238,207363.62
2239,105023.87
2240,162839.0
2241,123751.39
2242,120008.84
2243,123686.69
2244,106788.54
2245,132083.17
2246,132389.89
2247,133387.6
2248,124052.88
2249,116203.69
2250,125727.75
2251,101491.21
2252,182608.02
2253,169369.76
2254,195835.95
2255,192698.41
2256,175934.56
2257,209721.59
2258,148932.45
2259,182760.56
2260,133639.41
2261,232490.73
2262,239188.59
2263,369462.81
2264,415891.06
2265,154826.88
2266,307834.14
2267,357765.32
2268,400862.44
2269,163008.26
2270,182797.68
2271,202894.09
2272,190277.44
2273,150905.52
2274,176303.21
2275,142224.18
2276,195076.26
2277,179442.87
2278,155242.14
2279,119849.71
2280,102458.48
2281,157398.51
2282,168857.73
2283,108777.6
2284,114208.36
2285,138709.53
2286,118627.08
2287,383789.62
2288,293132.94
2289,341154.17
2290,418264.41
2291,353386.05
2292,408063.56
2293,430786.93
2294,392329.52
2295,441391.83
2296,264827.07
2297,379009.85
2298,365301.35
2299,347864.45
2300,325533.61
2301,338811.67
2302,260093.14
2303,254863.32
2304,256077.65
2305,215892.1
2306,206554.99
2307,217221.6
2308,233904.82
2309,302805.08
2310,226064.97
2311,221109.8
2312,174847.09
2313,163038.74
2314,175060.8
2315,182068.35
2316,214908.81
2317,184368.79
2318,180856.31
2319,186088.36
2320,180044.21
2321,251398.25
2322,196135.54
2323,209000.29
2324,199622.92
2325,209402.07
2326,190401.68
2327,201662.01
2328,225166.78
2329,192132.37
2330,181566.96
2331,327492.57
2332,398422.5
2333,325556.82
2334,283070.35
2335,305363.33
2336,311304.69
2337,189895.43
2338,238152.5
2339,225145.94
2340,368138.68
2341,206474.31
2342,229853.26
2343,217726.18
2344,223202.66
2345,224059.24
2346,217299.24
2347,200423.53
2348,248792.82
2349,183840.69
2350,314899.64
2351,268324.0
2352,239459.58
2353,247939.28
2354,149995.39
2355,146721.45
2356,147196.33
2357,185806.76
2358,193455.99
2359,121634.92
2360,112861.02
2361,146557.39
2362,248408.67
2363,170827.2
2364,182258.87
2365,214737.18
2366,194449.82
2367,220712.89
2368,222279.01
2369,213814.35
2370,171539.29
2371,158584.81
2372,194103.21
2373,284858.15
2374,302313.37
2375,246589.57
2376,277211.07
2377,316242.37
2378,140381.5
2379,213980.4
2380,131700.75
2381,157579.03
2382,213614.39
2383,191854.1
2384,232120.48
2385,168321.56
2386,130349.11
2387,124765.06
2388,118553.28
2389,119329.87
2390,164696.58
2391,141951.03
2392,115187.79
2393,166772.91
2394,154459.72
2395,206780.42
2396,139426.26
2397,205670.47
2398,126361.44
2399,69274.31
2400,59236.07
2401,122085.98
2402,139574.65
2403,139547.77
2404,140379.74
2405,158540.86
2406,144234.2
2407,129819.66
2408,149012.47
2409,112217.53
2410,165482.25
2411,113562.83
2412,163784.79
2413,125163.23
2414,163796.46
2415,132688.75
2416,137112.1
2417,135453.99
2418,131217.52
2419,130600.46
2420,114853.68
2421,188608.06
2422,105133.95
2423,128053.85
2424,142456.21
2425,219072.7
2426,135889.53
2427,129069.12
2428,185355.27
2429,101351.19
2430,133060.26
2431,100197.46
2432,152796.33
2433,151745.91
2434,146369.38
2435,160478.68
2436,113746.3
2437,97881.3
2438,108811.22
2439,99581.82
2440,132289.81
2441,107022.3
2442,93093.62
2443,136584.14
2444,115201.27
2445,88075.45
2446,128454.91
2447,198832.38
2448,135874.88
2449,113052.44
2450,158470.12
2451,120651.52
2452,211997.69
2453,92674.54
2454,107762.04
2455,128245.79
2456,134268.75
2457,130393.82
2458,132796.73
2459,104146.12
2460,153910.98
2461,135699.33
2462,128755.39
2463,134823.55
2464,184077.48
2465,141509.93
2466,117828.36
2467,137782.82
2468,88413.13
2469,79797.11
2470,200295.24
2471,210567.31
2472,172546.41
2473,114273.02
2474,66524.29
2475,210248.29
2476,106740.8
2477,99720.52
2478,133330.96
2479,95678.64
2480,166395.28
2481,129242.05
2482,110442.08
2483,101111.62
2484,129236.69
2485,116211.99
2486,154572.21
2487,182183.92
2488,168559.15
2489,156200.25
2490,139242.35
2491,107396.07
2492,188410.16
2493,158089.27
2494,150104.9
2495,70263.66
2496,211715.25
2497,153383.57
2498,99737.29
2499,81436.85
2500,119268.36
2501,140219.4
2502,150906.75
2503,103252.65
2504,219646.53
2505,222061.87
2506,248447.79
2507,271979.73
2508,247199.67
2509,216937.62
2510,208647.63
2511,179486.3
2512,223992.45
2513,216242.72
2514,262681.42
2515,148462.5
2516,174742.35
2517,145225.42
2518,152330.03
2519,256781.38
2520,228143.11
2521,188429.7
2522,219272.24
2523,109865.95
2524,136579.45
2525,141832.1
2526,149106.53
2527,127026.05
2528,131189.7
2529,161120.79
2530,127578.66
2531,265665.63
2532,221510.85
2533,196842.84
2534,246237.67
2535,267536.03
2536,208315.75
2537,263508.0
2538,187701.34
2539,193796.03
2540,184860.93
2541,184312.01
2542,166580.26
2543,112138.28
2544,119194.3
2545,138458.42
2546,126933.37
2547,155835.95
2548,181198.58
2549,159643.72
2550,581048.73
2551,146757.77
2552,137834.27
2553,67973.48
2554,89697.68
2555,107448.68
2556,86363.87
2557,103934.88
2558,186247.68
2559,142638.13
2560,172883.22
2561,159842.32
2562,159556.82
2563,158187.36
2564,214542.75
2565,155476.68
2566,146992.58
2567,132604.93
2568,207029.58
2569,215245.99
2570,119205.22
2571,184538.86
2572,179770.84
2573,213664.86
2574,321259.85
2575,137538.07
2576,131483.74
2577,151033.8
2578,65801.15
2579,28107.39
2580,99166.63
2581,131178.63
2582,136141.88
2583,287012.34
2584,172359.51
2585,181946.32
2586,220947.45
2587,207750.92
2588,134952.29
2589,139154.04
2590,202727.76
2591,241284.32
2592,213249.22
2593,264725.17
2594,182767.46
2595,218610.31
2596,283518.97
2597,198446.65
2598,289801.9
2599,335199.01
2600,240680.21
2601,146471.35
2602,70840.64
2603,93175.81
2604,80241.11
2605,69847.12
2606,130404.39
2607,233512.94
2608,196842.09
2609,164442.23
2610,103215.23
2611,132308.61
2612,154663.78
2613,127281.1
2614,113398.06
2615,163400.77
2616,153252.8
2617,193022.39
2618,235575.37
2619,210610.15
2620,195225.96
2621,175356.71
2622,188938.39
2623,228770.07
2624,285711.29
2625,263669.39
2626,166844.93
2627,179608.68
2628,453593.77
2629,477399.7
2630,384201.92
2631,431585.22
2632,392584.78
2633,306164.3
2634,395630.25
2635,146776.04
2636,175186.95
2637,205918.57
2638,261964.75
2639,191679.24
2640,151265.36
2641,95497.24
2642,169959.95
2643,108005.18
2644,108966.22
2645,104093.61
2646,91482.67
2647,105882.52
2648,126657.46
2649,159007.94
2650,137921.33
2651,133860.99
2652,379803.11
2653,253304.62
2654,268981.86
2655,397028.82
2656,335924.75
2657,344422.52
2658,327476.82
2659,350403.05
2660,359881.72
2661,354890.03
2662,375177.35
2663,282537.37
2664,297348.93
2665,343271.04
2666,296067.01
2667,173830.86
2668,182154.85
2669,183157.48
2670,269828.66
2671,192551.67
2672,199350.92
2673,194218.88
2674,196527.92
2675,196208.52
2676,195213.27
2677,200015.56
2678,252773.81
2679,283319.01
2680,303096.78
2681,403650.03
2682,323014.35
2683,482006.01
2684,342595.81
2685,342901.67
2686,234823.39
2687,286372.92
2688,202873.62
2689,213837.99
2690,358437.67
2691,190453.58
2692,154102.23
2693,194631.91
2694,141940.13
2695,194241.77
2696,179873.09
2697,183786.28
2698,196317.21
2699,166027.23
2700,146563.81
2701,145033.51
2702,110388.69
2703,143775.41
2704,146736.88
2705,113090.59
2706,100326.88
2707,129168.45
2708,134375.56
2709,113562.26
2710,132318.48
2711,218189.05
2712,401344.33
2713,166775.88
2714,147833.93
2715,164356.56
2716,138111.93
2717,195623.13
2718,217524.66
2719,124125.26
2720,177228.15
2721,121568.65
2722,149204.87
2723,146499.8
2724,120604.48
2725,125646.36
2726,132810.36
2727,163511.76
2728,192210.63
2729,140650.13
2730,142381.58
2731,133570.65
2732,140768.18
2733,161844.65
2734,132518.97
2735,128574.14
2736,133949.67
2737,113419.24
2738,127995.12
2739,150814.96
2740,138728.2
2741,147479.72
2742,160120.07
2743,146940.99
2744,162410.17
2745,144233.78
2746,130940.68
2747,165166.56
2748,111921.78
2749,134249.8
2750,120139.74
2751,130150.2
2752,205838.72
2753,158574.23
2754,221569.71
2755,139692.27
2756,82762.42
2757,57381.39
2758,86648.57
2759,165749.89
2760,134276.43
2761,133696.78
2762,132551.59
2763,179914.33
2764,160506.19
2765,287565.08
2766,110925.55
2767,87948.48
2768,127807.91
2769,142482.2
2770,145424.75
2771,92271.78
2772,90850.43
2773,177420.29
2774,146884.93
2775,128542.02
2776,146915.62
2777,151978.74
2778,117419.61
2779,128670.83
2780,102936.72
2781,91209.4
2782,89234.26
2783,98485.98
2784,121711.43
2785,134401.69
2786,53920.0
2787,127212.85
2788,68708.34
2789,177215.65
2790,106475.59
2791,104806.46
2792,68128.85
2793,165352.66
2794,91734.69
2795,118966.77
2796,90028.45
2797,201919.04
2798,124593.56
2799,125475.44
2800,65617.52
2801,110343.96
2802,122734.06
2803,159533.87
2804,136162.84
2805,113600.04
2806,78240.61
2807,171546.26
2808,153414.32
2809,121596.97
2810,127907.95
2811,175073.69
2812,193364.94
2813,146025.95
2814,145045.16
2815,100425.08
2816,203834.67
2817,144295.01
2818,107857.62
2819,193048.57
2820,130567.52
2821,112570.5
2822,185715.02
2823,311553.32
2824,175846.39
2825,161940.21
2826,129831.6
2827,128601.24
2828,236636.46
2829,217327.67
2830,218566.55
2831,189509.12
2832,236794.27
2833,318494.4
2834,235903.5
2835,232670.46
2836,192717.15
2837,161128.41
2838,137415.79
2839,161346.7
2840,209611.01
2841,203009.34
2842,227483.9
2843,148581.75
2844,175622.18
2845,121470.53
2846,202994.04
2847,220309.01
2848,209066.28
2849,203796.21
2850,273041.62
2851,208719.44
2852,222896.01
2853,228406.79
2854,143515.76
2855,202702.75
2856,203553.72
2857,189703.37
2858,214503.35
2859,80246.21
2860,135380.44
2861,123623.6
2862,197177.33
2863,136450.83
2864,254376.91
2865,153492.83
2866,146213.2
2867,97919.06
2868,95203.26
2869,81096.16
2870,117420.48
2871,83854.79
2872,7409.29
2873,82305.11
2874,151988.33
2875,102743.57
2876,164213.91
2877,138135.99
2878,167898.14
2879,130874.71
2880,105694.32
2881,139955.05
2882,184214.02
2883,189623.72
2884,204604.8
2885,188313.91
2886,228529.04
2887,106489.05
2888,144424.65
2889,39425.39
2890,76893.88
2891,135708.72
2892,35197.66
2893,94768.93
2894,40758.98
2895,344701.58
2896,291169.52
2897,229312.27
2898,156305.27
2899,218915.49
2900,153800.8
2901,213243.59
2902,192393.72
2903,298112.61
2904,346124.63
2905,52245.68
2906,215356.24
2907,113481.95
2908,122210.46
2909,145015.1
2910,67920.76
2911,73384.7
2912,158989.45
2913,73177.3
2914,69955.15
2915,80765.32
2916,78561.8
2917,162724.65
2918,104595.44
2919,231855.54
