id,loan_status,aproval_prob
58960,0,0.0259
58961,0,0.0073
58962,0,0.1213
58963,0,0.0532
58964,0,0.0268
58965,0,0.0202
58966,0,0.0253
58967,0,0.0083
58968,0,0.0206
58969,0,0.2912
58970,0,0.0026
58971,0,0.1263
58972,0,0.0524
58973,1,0.9729
58974,0,0.022
58975,0,0.0699
58976,0,0.0372
58977,0,0.0418
58978,0,0.0347
58979,0,0.0196
58980,0,0.0099
58981,0,0.0021
58982,0,0.0065
58983,0,0.0062
58984,0,0.0099
58985,0,0.0574
58986,1,0.9537
58987,0,0.0079
58988,0,0.0551
58989,0,0.0296
58990,0,0.0023
58991,0,0.0274
58992,0,0.0092
58993,0,0.003
58994,0,0.0139
58995,1,0.9886
58996,0,0.0265
58997,1,0.9624
58998,0,0.0084
58999,0,0.0179
59000,0,0.0931
59001,0,0.0551
59002,0,0.0283
59003,0,0.0568
59004,0,0.0349
59005,0,0.0036
59006,0,0.027
59007,0,0.0232
59008,1,0.9741
59009,0,0.0159
59010,0,0.0079
59011,0,0.0143
59012,0,0.0496
59013,0,0.0031
59014,0,0.0136
59015,0,0.0823
59016,0,0.0092
59017,0,0.0146
59018,0,0.0422
59019,0,0.0052
59020,0,0.0035
59021,0,0.0297
59022,0,0.0709
59023,1,0.963
59024,0,0.0289
59025,1,0.9803
59026,0,0.0141
59027,0,0.017
59028,0,0.0299
59029,0,0.0124
59030,0,0.0072
59031,1,0.7072
59032,1,0.6324
59033,0,0.1361
59034,0,0.078
59035,0,0.0057
59036,0,0.0768
59037,0,0.1119
59038,0,0.02
59039,0,0.031
59040,0,0.0131
59041,0,0.0202
59042,0,0.0433
59043,1,0.964
59044,0,0.0071
59045,0,0.0266
59046,0,0.2284
59047,0,0.2057
59048,0,0.0093
59049,0,0.0272
59050,0,0.0055
59051,0,0.0399
59052,0,0.0039
59053,0,0.0289
59054,0,0.0461
59055,0,0.0462
59056,0,0.0037
59057,1,0.9296
59058,0,0.0161
59059,0,0.1825
59060,0,0.0051
59061,0,0.0077
59062,0,0.0201
59063,0,0.0019
59064,0,0.0183
59065,0,0.0016
59066,0,0.0428
59067,0,0.0057
59068,0,0.0383
59069,0,0.0237
59070,0,0.0109
59071,0,0.083
59072,0,0.0188
59073,1,0.9567
59074,0,0.0233
59075,0,0.0351
59076,0,0.0381
59077,1,0.9878
59078,0,0.0713
59079,0,0.0417
59080,0,0.0091
59081,0,0.0209
59082,0,0.0331
59083,0,0.009
59084,0,0.0027
59085,0,0.0426
59086,0,0.0649
59087,0,0.1383
59088,0,0.0471
59089,0,0.0565
59090,0,0.0441
59091,0,0.0017
59092,0,0.2466
59093,0,0.0229
59094,0,0.0136
59095,0,0.0013
59096,1,0.9549
59097,0,0.083
59098,0,0.0263
59099,0,0.0104
59100,0,0.0082
59101,0,0.0096
59102,0,0.0173
59103,0,0.0315
59104,0,0.0018
59105,0,0.041
59106,0,0.0025
59107,0,0.0578
59108,0,0.0492
59109,0,0.0404
59110,0,0.0157
59111,0,0.0079
59112,0,0.0275
59113,1,0.9668
59114,0,0.0452
59115,0,0.1459
59116,0,0.0022
59117,0,0.0102
59118,0,0.0325
59119,0,0.0136
59120,0,0.0038
59121,0,0.0042
59122,0,0.0413
59123,1,0.9828
59124,1,0.9329
59125,0,0.0598
59126,1,0.9218
59127,0,0.01
59128,0,0.0203
59129,0,0.008
59130,0,0.0135
59131,0,0.0508
59132,0,0.1629
59133,1,0.8448
59134,0,0.0467
59135,0,0.0007
59136,0,0.0063
59137,0,0.026
59138,0,0.0159
59139,0,0.0062
59140,0,0.0362
59141,1,0.9827
59142,0,0.3016
59143,0,0.0241
59144,0,0.0099
59145,0,0.0316
59146,0,0.1434
59147,0,0.0214
59148,0,0.0222
59149,0,0.0137
59150,0,0.0112
59151,0,0.0175
59152,0,0.0479
59153,0,0.0037
59154,0,0.0489
59155,0,0.108
59156,0,0.1452
59157,0,0.0089
59158,0,0.0376
59159,0,0.0114
59160,0,0.0475
59161,0,0.0107
59162,0,0.0096
59163,0,0.0272
59164,0,0.0395
59165,0,0.1261
59166,0,0.0027
59167,0,0.0244
59168,0,0.1279
59169,1,0.9395
59170,0,0.0128
59171,0,0.0068
59172,0,0.2133
59173,0,0.0042
59174,0,0.0068
59175,0,0.011
59176,0,0.0351
59177,0,0.0105
59178,0,0.0046
59179,0,0.0085
59180,0,0.1438
59181,0,0.2239
59182,1,0.9609
59183,0,0.0236
59184,0,0.0463
59185,0,0.1367
59186,0,0.0141
59187,0,0.0055
59188,0,0.035
59189,0,0.0187
59190,0,0.0062
59191,0,0.0345
59192,0,0.1907
59193,0,0.0094
59194,0,0.1402
59195,0,0.0216
59196,0,0.0319
59197,0,0.0356
59198,0,0.072
59199,0,0.0021
59200,1,0.9939
59201,0,0.0083
59202,0,0.0066
59203,1,0.5275
59204,0,0.0156
59205,0,0.0174
59206,0,0.0044
59207,0,0.0262
59208,0,0.0049
59209,0,0.0113
59210,0,0.0217
59211,0,0.033
59212,0,0.0298
59213,0,0.1189
59214,0,0.0685
59215,0,0.0079
59216,0,0.037
59217,0,0.0062
59218,0,0.0017
59219,0,0.0216
59220,1,0.9066
59221,1,0.8615
59222,0,0.0298
59223,0,0.012
59224,0,0.3369
59225,0,0.0082
59226,0,0.0028
59227,0,0.1148
59228,0,0.2452
59229,0,0.0015
59230,0,0.0077
59231,0,0.003
59232,0,0.0863
59233,0,0.0189
59234,0,0.0438
59235,0,0.0065
59236,0,0.1678
59237,0,0.0346
59238,0,0.0079
59239,0,0.104
59240,0,0.0066
59241,0,0.0146
59242,0,0.0253
59243,1,0.9868
59244,0,0.019
59245,1,0.9036
59246,0,0.0142
59247,0,0.0242
59248,0,0.0111
59249,0,0.1656
59250,0,0.2533
59251,0,0.0452
59252,0,0.0224
59253,0,0.0432
59254,0,0.0254
59255,0,0.0056
59256,0,0.0011
59257,1,0.9828
59258,0,0.0101
59259,1,0.9785
59260,0,0.0124
59261,0,0.0127
59262,0,0.077
59263,0,0.0011
59264,0,0.0503
59265,0,0.4836
59266,0,0.0511
59267,0,0.2042
59268,0,0.0328
59269,0,0.009
59270,1,0.9877
59271,0,0.0046
59272,1,0.9709
59273,0,0.0238
59274,0,0.0616
59275,0,0.0161
59276,0,0.0393
59277,0,0.0092
59278,0,0.0506
59279,0,0.0052
59280,0,0.0055
59281,0,0.0441
59282,0,0.0115
59283,0,0.0119
59284,0,0.004
59285,0,0.0272
59286,0,0.0302
59287,0,0.0453
59288,1,0.9849
59289,0,0.0213
59290,0,0.057
59291,0,0.0374
59292,0,0.0017
59293,0,0.0113
59294,1,0.966
59295,0,0.2251
59296,0,0.0046
59297,0,0.0153
59298,0,0.0168
59299,0,0.0224
59300,0,0.0572
59301,0,0.0167
59302,0,0.0234
59303,0,0.0449
59304,0,0.0495
59305,0,0.1792
59306,0,0.0299
59307,0,0.0151
59308,0,0.0123
59309,0,0.0129
59310,0,0.006
59311,0,0.0771
59312,0,0.0484
59313,1,0.9461
59314,0,0.2227
59315,0,0.0087
59316,0,0.2023
59317,0,0.0453
59318,0,0.0167
59319,0,0.0395
59320,0,0.0186
59321,0,0.0405
59322,0,0.1241
59323,0,0.0607
59324,1,0.8454
59325,0,0.0254
59326,0,0.025
59327,0,0.0439
59328,0,0.0249
59329,0,0.0195
59330,0,0.0658
59331,0,0.0601
59332,0,0.0171
59333,0,0.0037
59334,0,0.0305
59335,0,0.0166
59336,0,0.0494
59337,0,0.0149
59338,0,0.0722
59339,0,0.1942
59340,1,0.5904
59341,0,0.075
59342,0,0.0489
59343,0,0.0053
59344,0,0.0582
59345,0,0.0147
59346,0,0.0089
59347,0,0.1146
59348,0,0.0101
59349,0,0.0418
59350,0,0.0158
59351,0,0.0358
59352,0,0.0826
59353,1,0.9535
59354,1,0.9346
59355,0,0.0013
59356,0,0.0094
59357,0,0.008
59358,0,0.0241
59359,0,0.02
59360,1,0.9663
59361,0,0.0068
59362,0,0.1461
59363,0,0.0025
59364,0,0.0044
59365,0,0.0059
59366,0,0.0088
59367,0,0.0361
59368,1,0.9276
59369,0,0.0367
59370,0,0.0083
59371,0,0.0198
59372,0,0.2903
59373,0,0.0464
59374,0,0.0076
59375,1,0.9502
59376,1,0.7496
59377,0,0.0214
59378,0,0.0977
59379,0,0.0215
59380,0,0.0434
59381,0,0.0109
59382,0,0.0748
59383,1,0.9628
59384,0,0.0321
59385,0,0.0095
59386,0,0.0792
59387,1,0.9774
59388,0,0.238
59389,0,0.0611
59390,0,0.0852
59391,0,0.0652
59392,0,0.2452
59393,1,0.9454
59394,1,0.9501
59395,0,0.0734
59396,0,0.0179
59397,0,0.0152
59398,0,0.0085
59399,0,0.0182
59400,0,0.0382
59401,0,0.022
59402,0,0.0893
59403,0,0.0168
59404,0,0.0201
59405,0,0.0054
59406,0,0.0304
59407,0,0.0401
59408,0,0.0685
59409,0,0.0236
59410,0,0.0034
59411,0,0.0093
59412,0,0.0129
59413,0,0.0011
59414,0,0.056
59415,0,0.0209
59416,0,0.0071
59417,0,0.0084
59418,0,0.0061
59419,0,0.0014
59420,0,0.1612
59421,0,0.1979
59422,0,0.0443
59423,0,0.049
59424,1,0.9502
59425,0,0.1002
59426,0,0.0152
59427,0,0.0076
59428,0,0.1115
59429,0,0.0051
59430,0,0.0049
59431,0,0.0227
59432,0,0.0037
59433,0,0.0295
59434,0,0.0038
59435,0,0.0017
59436,0,0.0025
59437,0,0.0123
59438,1,0.5757
59439,0,0.0438
59440,0,0.0038
59441,0,0.0198
59442,0,0.0026
59443,0,0.0058
59444,0,0.0613
59445,0,0.069
59446,0,0.0354
59447,0,0.0165
59448,0,0.0098
59449,0,0.0114
59450,0,0.0347
59451,1,0.9685
59452,0,0.0328
59453,0,0.0175
59454,0,0.0499
59455,0,0.0416
59456,0,0.0199
59457,1,0.9735
59458,0,0.0843
59459,0,0.171
59460,0,0.1077
59461,0,0.0068
59462,1,0.9062
59463,0,0.0037
59464,0,0.3595
59465,0,0.0714
59466,0,0.0792
59467,0,0.0578
59468,0,0.008
59469,0,0.0139
59470,0,0.003
59471,0,0.0059
59472,0,0.0892
59473,0,0.1191
59474,0,0.0132
59475,0,0.0534
59476,0,0.0104
59477,0,0.0313
59478,0,0.0096
59479,0,0.022
59480,0,0.0095
59481,0,0.1306
59482,1,0.955
59483,0,0.0085
59484,0,0.0042
59485,0,0.0215
59486,0,0.0919
59487,0,0.0121
59488,0,0.0314
59489,0,0.0324
59490,0,0.009
59491,1,0.9815
59492,0,0.0077
59493,0,0.0133
59494,0,0.0062
59495,1,0.9068
59496,0,0.0112
59497,1,0.9763
59498,0,0.0419
59499,0,0.1172
59500,1,0.9877
59501,0,0.0205
59502,1,0.9119
59503,0,0.2712
59504,0,0.0058
59505,0,0.0329
59506,0,0.0031
59507,0,0.0056
59508,0,0.031
59509,0,0.0223
59510,0,0.0697
59511,0,0.0034
59512,0,0.0056
59513,0,0.1004
59514,0,0.0597
59515,0,0.0166
59516,0,0.0257
59517,1,0.7568
59518,0,0.0096
59519,0,0.0081
59520,0,0.0145
59521,0,0.026
59522,0,0.0738
59523,0,0.006
59524,0,0.0093
59525,1,0.8869
59526,0,0.2021
59527,0,0.0186
59528,0,0.0417
59529,0,0.0326
59530,1,0.9595
59531,0,0.009
59532,0,0.0018
59533,0,0.0409
59534,0,0.0248
59535,0,0.0185
59536,0,0.0424
59537,0,0.0226
59538,0,0.0893
59539,0,0.0304
59540,1,0.8379
59541,0,0.0115
59542,0,0.0434
59543,0,0.0419
59544,0,0.0825
59545,0,0.0279
59546,0,0.0331
59547,0,0.0195
59548,0,0.0068
59549,0,0.0795
59550,0,0.0088
59551,0,0.0233
59552,0,0.0083
59553,0,0.0132
59554,1,0.9503
59555,0,0.0132
59556,0,0.0088
59557,0,0.0058
59558,0,0.0411
59559,0,0.0151
59560,0,0.0031
59561,0,0.0066
59562,0,0.0844
59563,0,0.019
59564,0,0.2943
59565,0,0.0155
59566,0,0.0234
59567,0,0.0098
59568,0,0.0058
59569,0,0.0059
59570,0,0.0482
59571,0,0.0703
59572,0,0.0227
59573,0,0.0253
59574,1,0.9427
59575,0,0.0394
59576,0,0.0111
59577,0,0.0434
59578,1,0.9024
59579,0,0.0064
59580,0,0.0145
59581,0,0.014
59582,0,0.0145
59583,0,0.0178
59584,0,0.0018
59585,0,0.0194
59586,0,0.0099
59587,0,0.0037
59588,0,0.1722
59589,0,0.0421
59590,0,0.0059
59591,0,0.0507
59592,0,0.0392
59593,0,0.0093
59594,0,0.1844
59595,0,0.011
59596,0,0.0868
59597,1,0.9519
59598,0,0.0266
59599,0,0.0865
59600,1,0.9377
59601,0,0.0025
59602,0,0.1071
59603,0,0.0878
59604,0,0.0237
59605,0,0.0044
59606,0,0.0667
59607,0,0.0615
59608,0,0.0183
59609,0,0.0038
59610,1,0.9606
59611,0,0.0171
59612,1,0.9676
59613,0,0.0874
59614,0,0.3373
59615,0,0.0333
59616,0,0.0641
59617,0,0.0518
59618,0,0.0974
59619,0,0.0193
59620,0,0.0046
59621,0,0.0335
59622,0,0.0098
59623,0,0.0702
59624,0,0.0622
59625,0,0.0178
59626,0,0.0181
59627,0,0.0853
59628,0,0.0047
59629,0,0.0025
59630,0,0.0573
59631,0,0.003
59632,0,0.0134
59633,0,0.0143
59634,0,0.0064
59635,0,0.0106
59636,0,0.0716
59637,0,0.0901
59638,1,0.9683
59639,0,0.0074
59640,0,0.0095
59641,0,0.0127
59642,0,0.0063
59643,0,0.067
59644,0,0.04
59645,0,0.1779
59646,0,0.0122
59647,1,0.943
59648,0,0.0055
59649,0,0.013
59650,0,0.003
59651,0,0.0038
59652,0,0.009
59653,0,0.0083
59654,0,0.0556
59655,0,0.0254
59656,0,0.1376
59657,1,0.9259
59658,0,0.0049
59659,0,0.0354
59660,0,0.1871
59661,0,0.0654
59662,1,0.9512
59663,0,0.0761
59664,0,0.0499
59665,0,0.027
59666,0,0.0333
59667,0,0.0099
59668,0,0.0177
59669,0,0.0086
59670,0,0.0796
59671,0,0.0074
59672,0,0.0085
59673,0,0.0182
59674,1,0.6409
59675,0,0.001
59676,0,0.1264
59677,1,0.9248
59678,0,0.0068
59679,0,0.0265
59680,0,0.0048
59681,0,0.0406
59682,0,0.0391
59683,0,0.0064
59684,0,0.0318
59685,0,0.0246
59686,0,0.4072
59687,0,0.0206
59688,0,0.019
59689,0,0.1541
59690,0,0.0015
59691,0,0.0089
59692,0,0.0673
59693,0,0.0132
59694,0,0.0892
59695,0,0.0151
59696,1,0.9299
59697,0,0.0075
59698,0,0.021
59699,0,0.0148
59700,0,0.033
59701,0,0.0031
59702,0,0.0147
59703,0,0.0329
59704,0,0.0069
59705,0,0.0908
59706,0,0.0163
59707,0,0.052
59708,0,0.0695
59709,0,0.0375
59710,0,0.0278
59711,0,0.0491
59712,0,0.009
59713,0,0.0464
59714,1,0.924
59715,1,0.8883
59716,0,0.0269
59717,0,0.0062
59718,0,0.1435
59719,1,0.9577
59720,0,0.0176
59721,1,0.7753
59722,0,0.0155
59723,0,0.0138
59724,0,0.1583
59725,0,0.0175
59726,0,0.0071
59727,0,0.0778
59728,0,0.0065
59729,0,0.0048
59730,0,0.084
59731,0,0.0517
59732,0,0.0171
59733,0,0.0208
59734,0,0.0271
59735,0,0.0066
59736,0,0.1845
59737,0,0.0069
59738,0,0.2235
59739,0,0.0223
59740,0,0.0136
59741,0,0.0121
59742,0,0.2246
59743,0,0.017
59744,0,0.1327
59745,0,0.0142
59746,0,0.029
59747,1,0.9915
59748,0,0.0113
59749,0,0.0189
59750,0,0.1046
59751,0,0.0076
59752,0,0.0221
59753,0,0.0072
59754,0,0.0075
59755,0,0.0482
59756,0,0.0073
59757,0,0.0132
59758,0,0.0622
59759,0,0.0134
59760,0,0.0144
59761,0,0.0306
59762,0,0.1414
59763,0,0.0012
59764,0,0.1836
59765,0,0.0054
59766,0,0.1376
59767,0,0.0293
59768,0,0.0018
59769,0,0.0202
59770,0,0.0874
59771,0,0.0081
59772,0,0.0226
59773,0,0.0096
59774,0,0.0539
59775,0,0.128
59776,0,0.1606
59777,0,0.2237
59778,0,0.0053
59779,0,0.036
59780,0,0.0019
59781,0,0.0248
59782,0,0.019
59783,0,0.0226
59784,0,0.0204
59785,0,0.0083
59786,0,0.2033
59787,1,0.5007
59788,0,0.0252
59789,0,0.0469
59790,0,0.0135
59791,0,0.002
59792,0,0.0107
59793,0,0.0329
59794,1,0.964
59795,1,0.9515
59796,0,0.009
59797,0,0.0234
59798,0,0.0063
59799,0,0.0045
59800,0,0.0284
59801,0,0.0189
59802,0,0.1658
59803,0,0.1223
59804,0,0.087
59805,0,0.0013
59806,0,0.0143
59807,0,0.0073
59808,0,0.0062
59809,0,0.0136
59810,0,0.0101
59811,0,0.0167
59812,0,0.0081
59813,0,0.0065
59814,0,0.0061
59815,0,0.2744
59816,0,0.2151
59817,0,0.0028
59818,1,0.9256
59819,0,0.171
59820,0,0.0247
59821,0,0.0482
59822,0,0.0196
59823,0,0.0464
59824,0,0.0107
59825,0,0.0075
59826,0,0.0348
59827,0,0.1752
59828,0,0.2585
59829,0,0.0704
59830,0,0.0151
59831,0,0.0102
59832,0,0.036
59833,0,0.0936
59834,0,0.0158
59835,0,0.0219
59836,0,0.0278
59837,0,0.0614
59838,0,0.1002
59839,0,0.0703
59840,0,0.0569
59841,1,0.9728
59842,0,0.0097
59843,0,0.019
59844,0,0.1508
59845,0,0.0549
59846,0,0.0072
59847,0,0.0254
59848,0,0.0117
59849,0,0.0012
59850,1,0.976
59851,0,0.0016
59852,0,0.0143
59853,0,0.0271
59854,0,0.004
59855,0,0.0247
59856,0,0.0076
59857,0,0.0489
59858,1,0.9614
59859,0,0.0284
59860,1,0.9325
59861,0,0.0098
59862,0,0.0234
59863,0,0.0079
59864,0,0.0117
59865,0,0.0249
59866,0,0.0693
59867,0,0.107
59868,0,0.0096
59869,0,0.0239
59870,0,0.0023
59871,0,0.0106
59872,0,0.0125
59873,0,0.0061
59874,0,0.0457
59875,0,0.2324
59876,0,0.0041
59877,0,0.0436
59878,1,0.9822
59879,0,0.016
59880,1,0.9584
59881,0,0.0014
59882,0,0.0411
59883,0,0.0664
59884,0,0.0301
59885,0,0.0443
59886,0,0.044
59887,1,0.9155
59888,0,0.0144
59889,0,0.006
59890,0,0.0101
59891,1,0.6617
59892,0,0.0161
59893,0,0.0115
59894,0,0.0273
59895,0,0.1606
59896,0,0.0057
59897,0,0.0124
59898,0,0.0136
59899,0,0.0178
59900,0,0.0126
59901,1,0.76
59902,0,0.0228
59903,0,0.0153
59904,0,0.0337
59905,0,0.0073
59906,0,0.2999
59907,0,0.0088
59908,0,0.0104
59909,0,0.0151
59910,0,0.0776
59911,0,0.0213
59912,0,0.033
59913,0,0.0013
59914,0,0.0807
59915,0,0.0138
59916,0,0.0058
59917,0,0.0074
59918,0,0.0053
59919,0,0.0218
59920,0,0.0631
59921,0,0.0997
59922,0,0.0476
59923,0,0.0608
59924,0,0.0074
59925,1,0.964
59926,0,0.0193
59927,0,0.0255
59928,0,0.0066
59929,0,0.0048
59930,0,0.0124
59931,0,0.01
59932,0,0.0362
59933,0,0.0198
59934,0,0.0072
59935,0,0.0077
59936,0,0.0402
59937,0,0.12
59938,0,0.0903
59939,0,0.275
59940,1,0.8246
59941,0,0.0014
59942,0,0.0076
59943,0,0.0338
59944,0,0.0248
59945,0,0.0215
59946,0,0.0345
59947,0,0.0095
59948,0,0.047
59949,1,0.9836
59950,0,0.0176
59951,0,0.0393
59952,0,0.0158
59953,0,0.0954
59954,0,0.0324
59955,0,0.0016
59956,0,0.0248
59957,0,0.126
59958,0,0.0168
59959,0,0.0199
59960,0,0.0038
59961,0,0.0405
59962,0,0.1212
59963,0,0.0073
59964,0,0.0021
59965,0,0.0071
59966,1,0.8874
59967,0,0.0168
59968,0,0.0047
59969,0,0.0037
59970,0,0.0925
59971,1,0.9766
59972,1,0.9064
59973,0,0.0357
59974,0,0.0094
59975,0,0.0276
59976,0,0.0076
59977,0,0.079
59978,0,0.1123
59979,0,0.0098
59980,1,0.9724
59981,0,0.0183
59982,1,0.9409
59983,0,0.071
59984,0,0.0106
59985,0,0.04
59986,0,0.0328
59987,0,0.0103
59988,0,0.0765
59989,0,0.0145
59990,0,0.0474
59991,0,0.0693
59992,0,0.0142
59993,0,0.0083
59994,0,0.0922
59995,1,0.9541
59996,0,0.0099
59997,0,0.0811
59998,0,0.051
59999,0,0.0115
60000,0,0.0014
60001,0,0.0088
60002,0,0.135
60003,0,0.0104
60004,0,0.0098
60005,0,0.0233
60006,0,0.0719
60007,0,0.0334
60008,0,0.0136
60009,0,0.0167
60010,0,0.0117
60011,0,0.0176
60012,0,0.089
60013,0,0.0053
60014,0,0.1999
60015,0,0.0313
60016,0,0.2499
60017,0,0.0272
60018,0,0.0238
60019,1,0.9324
60020,0,0.0554
60021,0,0.0177
60022,0,0.2168
60023,0,0.0356
60024,1,0.9776
60025,0,0.0256
60026,0,0.1443
60027,1,0.5968
60028,0,0.0085
60029,1,0.9696
60030,1,0.846
60031,0,0.1076
60032,0,0.0528
60033,0,0.0047
60034,0,0.0027
60035,0,0.1832
60036,0,0.0047
60037,0,0.0041
60038,0,0.0244
60039,0,0.018
60040,0,0.0545
60041,0,0.0594
60042,0,0.0189
60043,0,0.0761
60044,0,0.2098
60045,0,0.0089
60046,0,0.3026
60047,0,0.0514
60048,0,0.0015
60049,0,0.0457
60050,0,0.0344
60051,1,0.9833
60052,0,0.017
60053,0,0.0246
60054,0,0.0034
